****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth
      Step (FluxAvg)       (m)       (m)       (m)       (m)
       333   183.686     8.198     7.972     2.179    -1.989
       334   183.751     8.214     7.984     2.180    -1.985
       335   183.815     8.230     7.996     2.181    -1.982
       336   183.876     8.245     8.008     2.183    -1.979
       337   183.935     8.260     8.020     2.184    -1.976
       338   183.992     8.274     8.032     2.185    -1.973
       339   184.047     8.288     8.044     2.186    -1.971
       340   184.100     8.302     8.056     2.187    -1.968
       341   184.151     8.315     8.068     2.188    -1.965
       342   184.201     8.328     8.080     2.190    -1.963
       343   184.248     8.341     8.092     2.191    -1.961
       344   184.294     8.353     8.103     2.192    -1.958
       345   184.337     8.364     8.115     2.193    -1.956
       346   184.379     8.376     8.127     2.194    -1.954
       347   184.420     8.386     8.138     2.195    -1.952
       348   184.458     8.397     8.150     2.196    -1.950
       349   184.495     8.407     8.162     2.198    -1.948
       350   184.531     8.416     8.173     2.199    -1.947
       351   184.564     8.426     8.185     2.200    -1.945
       352   184.597     8.434     8.196     2.201    -1.943
       353   184.627     8.443     8.208     2.202    -1.942
       354   184.656     8.451     8.219     2.203    -1.941
       355   184.684     8.458     8.231     2.204    -1.939
       356   184.710     8.466     8.242     2.205    -1.938
       357   184.734     8.472     8.254     2.207    -1.937
       358   184.757     8.479     8.265     2.208    -1.936
       359   184.779     8.485     8.276     2.209    -1.935
       360   184.799     8.490     8.288     2.210    -1.934
       361   184.817     8.495     8.299     2.211    -1.933
       362   184.834     8.500     8.310     2.212    -1.932
       363   184.850     8.504     8.322     2.213    -1.932
       364   184.865     8.508     8.333     2.214    -1.931
       365   184.878     8.512     8.344     2.215    -1.931
       366   184.889     8.515     8.355     2.217    -1.930
       367   184.899     8.517     8.367     2.218    -1.930
       368   184.908     8.520     8.378     2.219    -1.930
       369   184.915     8.522     8.389     2.220    -1.930
       370   184.921     8.523     8.401     2.221    -1.930
       371   184.926     8.524     8.412     2.222    -1.930
---------------------- Local maximum rise or fall --------------------
       372   184.929     8.525     8.423     2.223    -1.930
       373   184.932     8.525     8.434     2.224    -1.930
       374   184.934     8.525     8.446     2.225    -1.930
       375   184.935     8.524     8.457     2.226    -1.930
       376   184.937     8.523     8.468     2.228    -1.931
       377   184.940     8.522     8.479     2.229    -1.931
       378   184.942     8.521     8.491     2.230    -1.932
       379   184.945     8.519     8.502     2.231    -1.932
       380   184.949     8.516     8.513     2.232    -1.933
       381   184.953     8.514     8.525     2.233    -1.934
       382   184.957     8.511     8.536     2.234    -1.935
       383   184.961     8.508     8.547     2.235    -1.936
       384   184.966     8.504     8.559     2.236    -1.937
       385   184.972     8.500     8.570     2.238    -1.938
       386   184.977     8.496     8.581     2.239    -1.939
       387   184.984     8.491     8.593     2.240    -1.940
       388   184.990     8.486     8.604     2.241    -1.942
       389   184.997     8.481     8.616     2.242    -1.943
       390   185.005     8.475     8.627     2.243    -1.945
       391   185.012     8.469     8.639     2.244    -1.946
       392   185.021     8.463     8.650     2.245    -1.948
       393   185.029     8.457     8.662     2.247    -1.950
       394   185.038     8.450     8.673     2.248    -1.952
       395   185.048     8.442     8.685     2.249    -1.954
       396   185.058     8.435     8.697     2.250    -1.956
       397   185.069     8.427     8.708     2.251    -1.958
       398   185.080     8.419     8.720     2.252    -1.960
       399   185.092     8.410     8.732     2.253    -1.962
       400   185.104     8.401     8.744     2.255    -1.965
       401   185.117     8.392     8.756     2.256    -1.967
       402   185.130     8.382     8.768     2.257    -1.970
       403   185.144     8.373     8.780     2.258    -1.973
       404   185.159     8.362     8.792     2.259    -1.976
       405   185.174     8.352     8.804     2.260    -1.978
       406   185.190     8.341     8.816     2.262    -1.981
       407   185.207     8.330     8.828     2.263    -1.985
       408   185.224     8.319     8.840     2.264    -1.988
       409   185.242     8.307     8.853     2.265    -1.991
       410   185.261     8.295     8.865     2.266    -1.995
       411   185.281     8.283     8.878     2.268    -1.998
       412   185.302     8.270     8.890     2.269    -2.002
       413   185.323     8.257     8.903     2.270    -2.006
       414   185.345     8.244     8.916     2.271    -2.010
       415   185.369     8.230     8.928     2.273    -2.014
       416   185.393     8.216     8.941     2.274    -2.018
       417   185.418     8.202     8.954     2.275    -2.022
       418   185.445     8.188     8.967     2.276    -2.027
       419   185.473     8.173     8.981     2.278    -2.031
       420   185.502     8.158     8.994     2.279    -2.036
       421   185.533     8.143     9.007     2.280    -2.041
       422   185.564     8.128     9.021     2.282    -2.046
       423   185.598     8.112     9.035     2.283    -2.051
       424   185.633     8.096     9.049     2.284    -2.057
       425   185.669     8.080     9.063     2.286    -2.062
       426   185.708     8.063     9.077     2.287    -2.068
       427   185.748     8.046     9.091     2.288    -2.074
       428   185.790     8.029     9.106     2.290    -2.080
       429   185.835     8.012     9.120     2.291    -2.086
       430   185.881     7.995     9.135     2.293    -2.093
       431   185.930     7.977     9.150     2.294    -2.100
       432   185.981     7.959     9.166     2.296    -2.107
       433   186.035     7.941     9.181     2.297    -2.114
       434   186.092     7.923     9.197     2.299    -2.121
       435   186.152     7.904     9.213     2.300    -2.129
       436   186.216     7.885     9.229     2.302    -2.137
       437   186.282     7.866     9.245     2.303    -2.145
       438   186.353     7.847     9.262     2.305    -2.153
       439   186.427     7.828     9.279     2.307    -2.162
       440   186.506     7.809     9.296     2.308    -2.171
       441   186.589     7.789     9.313     2.310    -2.180
       442   186.678     7.769     9.331     2.312    -2.190
       443   186.772     7.750     9.349     2.313    -2.200
       444   186.872     7.730     9.368     2.315    -2.210
       445   186.978     7.710     9.387     2.317    -2.221
       446   187.091     7.690     9.406     2.319    -2.232
       447   187.213     7.670     9.426     2.321    -2.243
       448   187.342     7.650     9.446     2.323    -2.255
       449   187.481     7.630     9.466     2.325    -2.268
       450   187.630     7.610     9.487     2.327    -2.280
       451   187.790     7.590     9.509     2.329    -2.294
       452   187.963     7.570     9.531     2.331    -2.308
       453   188.150     7.550     9.554     2.333    -2.323
       454   188.352     7.531     9.578     2.335    -2.338
       455   188.573     7.512     9.602     2.338    -2.354
       456   188.814     7.493     9.627     2.340    -2.371
       457   189.078     7.474     9.653     2.343    -2.389
       458   189.369     7.457     9.681     2.345    -2.407
       459   189.692     7.439     9.709     2.348    -2.427
       460   190.051     7.423     9.738     2.351    -2.448
       461   190.454     7.408     9.769     2.354    -2.470
       462   190.911     7.394     9.802     2.357    -2.494
       463   191.435     7.382     9.836     2.360    -2.520
       464   192.043     7.372     9.873     2.364    -2.547
       465   192.761     7.365     9.913     2.367    -2.578
       466   193.583     7.361     9.956     2.371    -2.611
       467   194.489     7.359    10.003     2.376    -2.648
       468   195.489     7.360    10.055     2.380    -2.688
       469   196.619     7.365    10.112     2.386    -2.734
       470   197.947     7.374    10.176     2.392    -2.786
       471   199.567     7.392    10.251     2.398    -2.848
       472   201.641     7.422    10.343     2.407    -2.924
       473   204.504     7.472    10.465     2.417    -3.026
       474   208.594     7.556    10.633     2.432    -3.167
       475   212.766     7.662    10.800     2.446    -3.307
---------------------------- Plume traps -----------------------------
       476   217.021     7.796    10.965     2.460    -3.441
       477   220.337     7.946    11.089     2.470    -3.541
       478   222.520     8.090    11.162     2.476    -3.598
       479   224.345     8.219    11.214     2.480    -3.638
       480   225.757     8.330    11.254     2.484    -3.668
       481   226.991     8.426    11.291     2.487    -3.696
       482   228.063     8.512    11.326     2.489    -3.722
       483   229.040     8.591    11.361     2.492    -3.747
       484   229.925     8.666    11.395     2.495    -3.771
       485   230.739     8.737    11.429     2.498    -3.795
       486   231.487     8.806    11.462     2.500    -3.818
       487   232.180     8.872    11.494     2.503    -3.839
       488   232.821     8.936    11.525     2.505    -3.860
       489   233.416     8.999    11.555     2.508    -3.880
       490   233.970     9.059    11.585     2.510    -3.900
       491   234.486     9.118    11.614     2.512    -3.918
       492   234.968     9.175    11.642     2.514    -3.936
       493   235.419     9.231    11.670     2.516    -3.953
       494   235.841     9.285    11.697     2.519    -3.969
       495   236.239     9.338    11.723     2.521    -3.985
       496   236.612     9.390    11.749     2.523    -4.001
       497   236.964     9.441    11.774     2.525    -4.015
       498   237.296     9.490    11.799     2.527    -4.029
       499   237.611     9.538    11.823     2.528    -4.043
       500   237.918     9.586    11.847     2.530    -4.056
       501   238.215     9.632    11.872     2.532    -4.069
       502   238.503     9.678    11.896     2.534    -4.082
       503   238.783     9.723    11.920     2.536    -4.095
       504   239.055     9.767    11.943     2.538    -4.107
       505   239.319     9.811    11.967     2.539    -4.119
       506   239.576     9.854    11.991     2.541    -4.131
       507   239.826     9.896    12.014     2.543    -4.142
       508   240.069     9.938    12.038     2.545    -4.154
       509   240.305     9.979    12.061     2.547    -4.165
       510   240.534    10.019    12.084     2.548    -4.176
       511   240.758    10.059    12.108     2.550    -4.186
       512   240.975    10.098    12.131     2.552    -4.196
       513   241.186    10.137    12.154     2.554    -4.207
       514   241.391    10.175    12.177     2.555    -4.216
       515   241.591    10.212    12.199     2.557    -4.226
       516   241.785    10.249    12.222     2.559    -4.235
       517   241.973    10.285    12.245     2.561    -4.245
       518   242.157    10.321    12.267     2.562    -4.254
       519   242.335    10.355    12.290     2.564    -4.262
       520   242.508    10.390    12.312     2.566    -4.271
       521   242.676    10.423    12.334     2.567    -4.279
       522   242.840    10.456    12.357     2.569    -4.287
       523   242.999    10.488    12.379     2.571    -4.295
       524   243.153    10.520    12.401     2.572    -4.303
       525   243.303    10.551    12.423     2.574    -4.310
       526   243.448    10.582    12.445     2.576    -4.318
       527   243.589    10.611    12.467     2.577    -4.325
       528   243.726    10.641    12.489     2.579    -4.332
       529   243.859    10.669    12.510     2.581    -4.338
       530   243.988    10.697    12.532     2.582    -4.345
       531   244.114    10.724    12.554     2.584    -4.351
       532   244.235    10.751    12.575     2.586    -4.358
       533   244.353    10.777    12.597     2.587    -4.364
       534   244.466    10.802    12.618     2.589    -4.369
       535   244.577    10.827    12.640     2.590    -4.375
       536   244.684    10.851    12.661     2.592    -4.381
       537   244.787    10.875    12.682     2.594    -4.386
       538   244.887    10.898    12.703     2.595    -4.391
       539   244.984    10.920    12.724     2.597    -4.396
       540   245.077    10.942    12.746     2.598    -4.401
       541   245.168    10.963    12.767     2.600    -4.405
       542   245.255    10.983    12.788     2.602    -4.410
       543   245.339    11.003    12.809     2.603    -4.414
       544   245.420    11.022    12.830     2.605    -4.418
       545   245.498    11.041    12.850     2.606    -4.422
       546   245.573    11.058    12.871     2.608    -4.426
       547   245.645    11.076    12.892     2.609    -4.430
       548   245.715    11.092    12.913     2.611    -4.433
       549   245.781    11.108    12.934     2.613    -4.436
       550   245.845    11.124    12.954     2.614    -4.440
       551   245.906    11.138    12.975     2.616    -4.443
       552   245.964    11.153    12.995     2.617    -4.446
       553   246.020    11.166    13.016     2.619    -4.448
       554   246.073    11.179    13.037     2.620    -4.451
       555   246.123    11.191    13.057     2.622    -4.453
       556   246.171    11.203    13.078     2.623    -4.456
       557   246.216    11.214    13.098     2.625    -4.458
       558   246.259    11.224    13.119     2.626    -4.460
       559   246.299    11.234    13.139     2.628    -4.462
       560   246.337    11.243    13.159     2.629    -4.463
       561   246.372    11.252    13.180     2.631    -4.465
       562   246.405    11.260    13.200     2.632    -4.466
       563   246.436    11.267    13.221     2.634    -4.467
       564   246.464    11.273    13.241     2.636    -4.469
       565   246.489    11.279    13.261     2.637    -4.469
       566   246.513    11.285    13.282     2.639    -4.470
       567   246.534    11.290    13.302     2.640    -4.471
       568   246.553    11.294    13.322     2.642    -4.472
       569   246.569    11.297    13.343     2.643    -4.472
       570   246.584    11.300    13.363     2.645    -4.472
       571   246.596    11.302    13.383     2.646    -4.472
---------------------- Local maximum rise or fall --------------------
       572   246.607    11.304    13.403     2.648    -4.472
-------------------- Starting Farfield Calculations --------------------
Farfield dispersion based on wastefield width of :     101.11 (m)
4/3 Power Law based Eddy Diffusivity is used:
  Dilution     Width  Distance      Time
        ()       (m)       (m)    (hrs.)
   246.607   103.402    13.662     0.038
   246.607   103.518    14.000     0.040
   246.607   103.860    15.000     0.045
   246.607   104.203    16.000     0.051
   246.607   104.546    17.000     0.057
   246.607   104.889    18.000     0.062
   246.607   105.233    19.000     0.068
   246.607   105.577    20.000     0.073
   246.607   105.921    21.000     0.079
   246.607   106.266    22.000     0.085
   246.607   106.610    23.000     0.090
   246.607   106.953    24.000     0.096
   246.607   107.297    25.000     0.101
   246.607   107.641    26.000     0.107
   246.608   107.985    27.000     0.113
   246.609   108.330    28.000     0.118
   246.610   108.675    29.000     0.124
   246.611   109.021    30.000     0.129
   246.613   109.367    31.000     0.135
   246.617   109.712    32.000     0.141
   246.621   110.058    33.000     0.146
   246.626   110.404    34.000     0.152
   246.633   110.751    35.000     0.157
   246.642   111.098    36.000     0.163
   246.653   111.445    37.000     0.168
   246.666   111.792    38.000     0.174
   246.682   112.140    39.000     0.180
   246.701   112.489    40.000     0.185
   246.723   112.837    41.000     0.191
   246.749   113.185    42.000     0.196
   246.778   113.534    43.000     0.202
   246.812   113.884    44.000     0.207
   246.850   114.233    45.000     0.213
   246.893   114.583    46.000     0.218
   246.941   114.934    47.000     0.224
   246.994   115.284    48.000     0.230
   247.052   115.635    49.000     0.235
   247.115   115.986    50.000     0.241
   247.185   116.338    51.000     0.246
   247.260   116.689    52.000     0.252
   247.342   117.041    53.000     0.257
   247.429   117.394    54.000     0.263
   247.524   117.747    55.000     0.268
   247.624   118.100    56.000     0.274
   247.731   118.453    57.000     0.280
   247.845   118.807    58.000     0.285
   247.965   119.161    59.000     0.291
   248.093   119.515    60.000     0.296
   248.227   119.869    61.000     0.302
   248.368   120.224    62.000     0.307
   248.516   120.579    63.000     0.313
   248.671   120.935    64.000     0.318
   248.833   121.291    65.000     0.324
   249.002   121.647    66.000     0.330
   249.177   122.003    67.000     0.335
   249.360   122.360    68.000     0.341
   249.549   122.717    69.000     0.346
   249.746   123.074    70.000     0.352
   249.949   123.432    71.000     0.357
   250.159   123.790    72.000     0.363
   250.376   124.148    73.000     0.368
   250.599   124.507    74.000     0.374
   250.830   124.866    75.000     0.379
   251.066   125.225    76.000     0.385
   251.310   125.584    77.000     0.391
   251.559   125.944    78.000     0.396
   251.815   126.304    79.000     0.402
   252.078   126.665    80.000     0.407
   252.347   127.025    81.000     0.413
   252.622   127.387    82.000     0.418
   252.903   127.748    83.000     0.424
   253.190   128.110    84.000     0.429
   253.483   128.471    85.000     0.435
   253.782   128.834    86.000     0.440
   254.087   129.196    87.000     0.446
   254.398   129.559    88.000     0.451
   254.715   129.922    89.000     0.457
   255.037   130.286    90.000     0.463
   255.364   130.650    91.000     0.468
   255.697   131.014    92.000     0.474
   256.035   131.379    93.000     0.479
   256.379   131.743    94.000     0.485
   256.728   132.108    95.000     0.490
   257.082   132.474    96.000     0.496
   257.441   132.839    97.000     0.501
   257.805   133.205    98.000     0.507
   258.174   133.572    99.000     0.512
   258.548   133.939   100.000     0.518
   258.927   134.306   101.000     0.523
............................. Reached Chronic Mixing Zone ..........................
   259.310   134.673   102.000     0.529
   259.698   135.040   103.000     0.534
   260.090   135.408   104.000     0.540
   260.488   135.776   105.000     0.546
   260.889   136.145   106.000     0.551
   261.295   136.514   107.000     0.557
   261.705   136.883   108.000     0.562
   262.120   137.253   109.000     0.568
   262.538   137.622   110.000     0.573
   262.961   137.992   111.000     0.579
   263.388   138.363   112.000     0.584
   263.818   138.734   113.000     0.590
   264.253   139.105   114.000     0.595
   264.692   139.476   115.000     0.601
   265.134   139.848   116.000     0.606
   265.580   140.220   117.000     0.612
   266.030   140.592   118.000     0.617
   266.483   140.965   119.000     0.623
   266.940   141.338   120.000     0.628
   267.401   141.711   121.000     0.634
   267.865   142.084   122.000     0.640
   268.332   142.458   123.000     0.645
   268.803   142.832   124.000     0.651
   269.278   143.207   125.000     0.656
   269.755   143.582   126.000     0.662
   270.236   143.957   127.000     0.667
   270.720   144.332   128.000     0.673
   271.207   144.708   129.000     0.678
   271.697   145.084   130.000     0.684
   272.190   145.461   131.000     0.689
   272.686   145.837   132.000     0.695
   273.185   146.214   133.000     0.700
   273.687   146.592   134.000     0.706
   274.192   146.969   135.000     0.711
   274.700   147.347   136.000     0.717
   275.211   147.726   137.000     0.722
   275.724   148.104   138.000     0.728
   276.240   148.483   139.000     0.733
   276.759   148.862   140.000     0.739
   277.280   149.242   141.000     0.744
   277.804   149.622   142.000     0.750
   278.331   150.002   143.000     0.756
   278.860   150.382   144.000     0.761
   279.392   150.763   145.000     0.767
   279.926   151.144   146.000     0.772
   280.463   151.526   147.000     0.778
   281.002   151.907   148.000     0.783
   281.543   152.289   149.000     0.789
   282.087   152.672   150.000     0.794
   282.633   153.055   151.000     0.800
   283.181   153.438   152.000     0.805
   283.732   153.821   153.000     0.811
   284.285   154.204   154.000     0.816
   284.840   154.588   155.000     0.822
   285.397   154.973   156.000     0.827
   285.956   155.357   157.000     0.833
   286.518   155.742   158.000     0.838
   287.081   156.127   159.000     0.844
   287.647   156.513   160.000     0.849
   288.215   156.898   161.000     0.855
   288.785   157.285   162.000     0.860
   289.356   157.671   163.000     0.866
   289.930   158.058   164.000     0.871
   290.506   158.445   165.000     0.877
   291.083   158.832   166.000     0.883
   291.663   159.220   167.000     0.888
   292.244   159.608   168.000     0.894
   292.828   159.996   169.000     0.899
   293.413   160.385   170.000     0.905
   294.000   160.774   171.000     0.910
   294.588   161.163   172.000     0.916
   295.179   161.552   173.000     0.921
   295.771   161.942   174.000     0.927
   296.365   162.332   175.000     0.932
   296.961   162.723   176.000     0.938
   297.559   163.114   177.000     0.943
   298.158   163.505   178.000     0.949
   298.759   163.896   179.000     0.954
   299.361   164.288   180.000     0.960
   299.965   164.680   181.000     0.965
   300.571   165.072   182.000     0.971
   301.178   165.465   183.000     0.976
   301.787   165.858   184.000     0.982
   302.397   166.251   185.000     0.987
   303.010   166.644   186.000     0.993
   303.623   167.038   187.000     0.998
   304.238   167.432   188.000     1.004
   304.855   167.827   189.000     1.010
   305.473   168.222   190.000     1.015
   306.092   168.617   191.000     1.021
   306.713   169.012   192.000     1.026
   307.336   169.408   193.000     1.032
   307.960   169.804   194.000     1.037
   308.585   170.200   195.000     1.043
   309.212   170.597   196.000     1.048
   309.840   170.994   197.000     1.054
   310.470   171.391   198.000     1.059
   311.100   171.789   199.000     1.065
   311.733   172.186   200.000     1.070
   312.366   172.585   201.000     1.076
   313.001   172.983   202.000     1.081
   313.638   173.382   203.000     1.087
   314.275   173.781   204.000     1.092
   314.914   174.180   205.000     1.098
   315.554   174.580   206.000     1.103
   316.196   174.980   207.000     1.109
   316.838   175.380   208.000     1.114
   317.482   175.781   209.000     1.120
   318.127   176.182   210.000     1.125
   318.774   176.583   211.000     1.131
   319.422   176.985   212.000     1.136
   320.070   177.386   213.000     1.142
   320.721   177.788   214.000     1.148
   321.372   178.191   215.000     1.153
   322.024   178.594   216.000     1.159
   322.678   178.997   217.000     1.164
   323.333   179.400   218.000     1.170
   323.989   179.804   219.000     1.175
   324.646   180.208   220.000     1.181
   325.304   180.612   221.000     1.186
   325.964   181.016   222.000     1.192
   326.624   181.421   223.000     1.197
   327.286   181.826   224.000     1.203
   327.948   182.232   225.000     1.208
   328.612   182.638   226.000     1.214
   329.277   183.044   227.000     1.219
   329.943   183.450   228.000     1.225
   330.610   183.857   229.000     1.230
   331.279   184.264   230.000     1.236
   331.948   184.671   231.000     1.241
   332.618   185.078   232.000     1.247
   333.289   185.486   233.000     1.252
   333.962   185.894   234.000     1.258
   334.635   186.303   235.000     1.263
   335.310   186.712   236.000     1.269
   335.985   187.121   237.000     1.274
   336.661   187.530   238.000     1.280
   337.339   187.940   239.000     1.286
   338.017   188.350   240.000     1.291
   338.697   188.760   241.000     1.297
   339.377   189.170   242.000     1.302
   340.059   189.581   243.000     1.308
   340.741   189.992   244.000     1.313
   341.424   190.404   245.000     1.319
   342.109   190.816   246.000     1.324
   342.794   191.228   247.000     1.330
   343.480   191.640   248.000     1.335
   344.167   192.053   249.000     1.341
   344.856   192.466   250.000     1.346
   345.545   192.879   251.000     1.352
   346.235   193.292   252.000     1.357
   346.926   193.706   253.000     1.363
   347.617   194.120   254.000     1.368
   348.310   194.535   255.000     1.374
   349.004   194.949   256.000     1.379
   349.698   195.364   257.000     1.385
   350.394   195.780   258.000     1.390
   351.090   196.195   259.000     1.396
   351.787   196.611   260.000     1.401
   352.485   197.027   261.000     1.407
   353.184   197.444   262.000     1.412
   353.884   197.861   263.000     1.418
   354.585   198.278   264.000     1.424
   355.286   198.695   265.000     1.429
   355.989   199.113   266.000     1.435
   356.692   199.531   267.000     1.440
   357.396   199.949   268.000     1.446
   358.101   200.368   269.000     1.451
   358.807   200.786   270.000     1.457
   359.514   201.206   271.000     1.462
   360.221   201.625   272.000     1.468
   360.930   202.045   273.000     1.473
   361.639   202.465   274.000     1.479
   362.349   202.885   275.000     1.484
   363.059   203.306   276.000     1.490
   363.771   203.727   277.000     1.495
   364.483   204.148   278.000     1.501
   365.197   204.569   279.000     1.506
   365.911   204.991   280.000     1.512
   366.625   205.413   281.000     1.517
   367.341   205.835   282.000     1.523
   368.057   206.258   283.000     1.528
   368.775   206.681   284.000     1.534
   369.493   207.104   285.000     1.539
   370.211   207.528   286.000     1.545
   370.931   207.951   287.000     1.551
   371.651   208.375   288.000     1.556
   372.372   208.800   289.000     1.562
   373.094   209.225   290.000     1.567
   373.817   209.649   291.000     1.573
   374.540   210.075   292.000     1.578
   375.264   210.500   293.000     1.584
   375.989   210.926   294.000     1.589
   376.715   211.352   295.000     1.595
   377.441   211.779   296.000     1.600
   378.168   212.205   297.000     1.606
   378.896   212.632   298.000     1.611
   379.625   213.060   299.000     1.617
   380.354   213.487   300.000     1.622
   381.084   213.915   301.000     1.628
   381.815   214.343   302.000     1.633
   382.547   214.772   303.000     1.639
   383.279   215.200   304.000     1.644
   384.012   215.629   305.000     1.650
   384.746   216.059   306.000     1.655
   385.480   216.488   307.000     1.661
   386.215   216.918   308.000     1.666
   386.951   217.348   309.000     1.672
   387.687   217.778   310.000     1.678
   388.425   218.209   311.000     1.683
   389.163   218.640   312.000     1.689
   389.901   219.071   313.000     1.694
   390.641   219.503   314.000     1.700
   391.381   219.935   315.000     1.705
   392.122   220.367   316.000     1.711
   392.863   220.799   317.000     1.716
   393.605   221.232   318.000     1.722
   394.348   221.665   319.000     1.727
   395.092   222.098   320.000     1.733
   395.836   222.532   321.000     1.738
   396.581   222.966   322.000     1.744
   397.326   223.400   323.000     1.749
   398.073   223.834   324.000     1.755
   398.819   224.269   325.000     1.760
   399.567   224.704   326.000     1.766
   400.315   225.139   327.000     1.771
   401.064   225.575   328.000     1.777
   401.814   226.011   329.000     1.782
   402.564   226.447   330.000     1.788
   403.315   226.883   331.000     1.793
   404.067   227.320   332.000     1.799
   404.819   227.757   333.000     1.805
   405.572   228.194   334.000     1.810
   406.325   228.632   335.000     1.816
   407.079   229.069   336.000     1.821
   407.834   229.508   337.000     1.827
   408.590   229.946   338.000     1.832
   409.346   230.385   339.000     1.838
   410.103   230.824   340.000     1.843
   410.860   231.263   341.000     1.849
   411.618   231.702   342.000     1.854
   412.377   232.142   343.000     1.860
   413.136   232.582   344.000     1.865
   413.896   233.022   345.000     1.871
   414.657   233.463   346.000     1.876
   415.418   233.904   347.000     1.882
   416.180   234.345   348.000     1.887
   416.943   234.787   349.000     1.893
   417.706   235.228   350.000     1.898
   418.470   235.670   351.000     1.904
   419.234   236.113   352.000     1.909
   419.999   236.555   353.000     1.915
   420.765   236.998   354.000     1.921
   421.531   237.441   355.000     1.926
   422.298   237.884   356.000     1.932
   423.065   238.328   357.000     1.937
   423.833   238.772   358.000     1.943
   424.602   239.216   359.000     1.948
   425.371   239.661   360.000     1.954
   426.141   240.106   361.000     1.959
   426.912   240.551   362.000     1.965
   427.683   240.996   363.000     1.970
   428.455   241.442   364.000     1.976
   429.227   241.888   365.000     1.981
   430.000   242.334   366.000     1.987
   430.774   242.780   367.000     1.992
   431.548   243.227   368.000     1.998
   432.323   243.674   369.000     2.003
   433.098   244.121   370.000     2.009
   433.874   244.569   371.000     2.014
   434.651   245.017   372.000     2.020
   435.428   245.465   373.000     2.025
   436.205   245.913   374.000     2.031
   436.984   246.362   375.000     2.037
   437.763   246.811   376.000     2.042
   438.542   247.260   377.000     2.048
   439.322   247.709   378.000     2.053
   440.103   248.159   379.000     2.059
   440.884   248.609   380.000     2.064
   441.666   249.060   381.000     2.070
   442.449   249.510   382.000     2.075
   443.232   249.961   383.000     2.081
   444.015   250.412   384.000     2.086
   444.799   250.864   385.000     2.092
   445.584   251.315   386.000     2.097
   446.369   251.767   387.000     2.103
   447.155   252.219   388.000     2.108
   447.942   252.672   389.000     2.114
   448.729   253.125   390.000     2.119
   449.517   253.578   391.000     2.125
   450.305   254.031   392.000     2.130
   451.093   254.485   393.000     2.136
   451.883   254.938   394.000     2.141
   452.673   255.393   395.000     2.147
   453.463   255.847   396.000     2.153
   454.254   256.302   397.000     2.158
   455.046   256.757   398.000     2.164
   455.838   257.212   399.000     2.169
   456.631   257.667   400.000     2.175
   457.424   258.123   401.000     2.180
   458.218   258.579   402.000     2.186
   459.012   259.035   403.000     2.191
   459.807   259.492   404.000     2.197
   460.603   259.949   405.000     2.202
   461.399   260.406   406.000     2.208
   462.195   260.863   407.000     2.213
   462.993   261.321   408.000     2.219
   463.790   261.779   409.000     2.224
   464.589   262.237   410.000     2.230
   465.387   262.696   411.000     2.235
   466.187   263.154   412.000     2.241
   466.987   263.613   413.000     2.246
   467.787   264.073   414.000     2.252
   468.588   264.532   415.000     2.257
   469.390   264.992   416.000     2.263
   470.192   265.452   417.000     2.269
   470.995   265.912   418.000     2.274
   471.798   266.373   419.000     2.280
   472.602   266.834   420.000     2.285
   473.406   267.295   421.000     2.291
   474.211   267.756   422.000     2.296
   475.016   268.218   423.000     2.302
   475.822   268.680   424.000     2.307
   476.628   269.142   425.000     2.313
   477.435   269.605   426.000     2.318
   478.243   270.067   427.000     2.324
   479.051   270.530   428.000     2.329
   479.860   270.994   429.000     2.335
   480.669   271.457   430.000     2.340
   481.478   271.921   431.000     2.346
   482.289   272.385   432.000     2.351
   483.099   272.850   433.000     2.357
   483.911   273.314   434.000     2.362
   484.722   273.779   435.000     2.368
   485.535   274.244   436.000     2.374
   486.348   274.710   437.000     2.379
   487.161   275.175   438.000     2.385
   487.975   275.641   439.000     2.390
   488.789   276.107   440.000     2.396
   489.604   276.574   441.000     2.401
